,Pays,Disponibilité alimentaire kcal/hab/jour,PIB/habitant 2019
90,Luxembourg,3513.22,106729.024882424
149,Suisse,3409.1299999999997,87123.6604363226
110,Norvège,3532.1,76712.2871258373
73,Irlande,3908.04,75239.3028933993
124,Qatar,3481.54,59672.641552652
10,Australie,3503.56,58868.4806341229
74,Islande,3657.49,57461.8019611457
46,Danemark,3580.61,57203.0277943447
151,Suède,3241.0,53490.3518198746
11,Autriche,3813.62,46647.0809634335
